StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Survey Information,Brand trust_1,Brand trust_2,Brand trust_3,Brand trust_4,scarcity credibility_1,scarcity credibility_2,scarcity credibility_3,scarcity credibility_4,scarcity credibility_5,Socialproof credibil_1,Socialproof credibil_2,Socialproof credibil_3,Socialproof credibil_4,Socialproof credibil_5,Purchase intention_1,Purchase intention_2,Purchase intention_3,Purchase intention_4,Purchase intention_5,Age,Gender,Product familiarity,Q_RecaptchaStatus,Q_RecaptchaError,Q_BallotBoxStuffing,Q_TerminateFlag,cue_type,condition,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions
2026-05-23 09:41:14,2026-05-23 09:45:11,0,100,236,1,2026-05-23 09:45:12,R_2CBh6OFs16BbRBH,anonymous,EN,1,1,5,5,3,3,,,,,,5,5,5,5,7,5,5,5,5,5,1,1,5,complete,,,Complete,social_proof,lowtrust_socialproof,1,0.3333333333333333,QID16
2026-05-23 21:34:02,2026-05-23 21:41:34,0,100,451,1,2026-05-23 21:41:34,R_8rhA9TLwwV9hkT7,anonymous,EN,0.4000000059604645,1,6,5,4,5,,,,,,5,5,5,5,7,5,5,5,5,5,6,1,6,complete,,,Complete,social_proof,hightrust_socialproof,1,0.3333333333333333,QID16
2026-05-24 02:39:52,2026-05-24 02:42:34,0,100,162,1,2026-05-24 02:42:34,R_2fYIyXlP5NXfwK2,anonymous,EN,1,1,4,4,3,2,,,,,,5,5,4,3,7,6,2,6,6,5,1,2,6,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-24 04:21:34,2026-05-24 04:23:46,0,100,131,1,2026-05-24 04:23:46,R_8P2iArQFhgsjo70,anonymous,EN,1,1,3,4,2,3,1,1,1,1,1,,,,,,4,3,3,4,2,2,1,7,complete,,,Complete,scarcity,hightrust_scarcity,1,0.3333333333333333,QID11
2026-05-24 05:16:32,2026-05-24 05:19:16,0,100,163,1,2026-05-24 05:19:16,R_8K70AEzX1W7jhRA,anonymous,EN,1,1,5,5,4,5,,,,,,6,6,6,4,7,4,4,3,4,3,1,2,6,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-24 05:20:36,2026-05-24 05:23:31,0,100,174,1,2026-05-24 05:23:32,R_8PdTqZX8ZygRAZq,anonymous,EN,1,1,6,5,5,6,,,,,,7,6,6,4,7,6,6,5,6,6,1,2,4,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-24 05:21:42,2026-05-24 05:24:47,0,100,185,1,2026-05-24 05:24:48,R_8qWG8ajQSrIv5sl,anonymous,EN,1,1,4,4,4,4,3,2,3,3,7,,,,,,4,3,3,4,4,1,2,5,complete,,,Complete,scarcity,lowtrust_scarcity,1,0.3333333333333333,QID10
2026-05-24 05:22:35,2026-05-24 05:25:32,0,100,177,1,2026-05-24 05:25:32,R_8LLLcpZ8wQGYpbD,anonymous,EN,1,1,6,4,6,7,2,6,6,6,7,,,,,,6,4,5,6,5,1,2,7,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-24 05:35:09,2026-05-24 05:36:27,0,100,78,1,2026-05-24 05:36:27,R_2g1P88BzCQNT0nA,anonymous,EN,0.800000011920929,1,5,5,5,5,3,2,2,2,7,,,,,,3,2,2,2,2,1,1,5,complete,,,Complete,scarcity,lowtrust_scarcity,1,0.3333333333333333,QID10
2026-05-24 05:46:21,2026-05-24 05:48:46,0,100,144,1,2026-05-24 05:48:46,R_8FtcI20lAfkitWh,anonymous,EN,1,1,4,1,4,4,,,,,,4,5,4,3,5,2,6,6,3,2,1,1,5,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-24 05:50:41,2026-05-24 05:55:26,0,100,284,1,2026-05-24 05:55:26,R_8iyt1qJ4Zt5SmrX,anonymous,EN,1,1,4,4,1,1,3,2,1,4,7,,,,,,4,2,1,1,1,3,2,6,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-24 05:58:49,2026-05-24 06:00:45,0,100,115,1,2026-05-24 06:00:45,R_20SiIBM1xOxR8iO,anonymous,EN,1,1,7,7,7,7,3,3,3,3,7,,,,,,7,7,7,7,7,1,1,7,complete,,,Complete,scarcity,lowtrust_scarcity,2,0.6666666666666666,"QID10,QID16"
2026-05-24 05:10:23,2026-05-24 05:11:50,0,58,86,0,2026-05-24 06:11:53,R_2FkuiSSOACxCmc5,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,scarcity,lowtrust_scarcity,0,0,
2026-05-24 06:14:30,2026-05-24 06:17:08,0,100,158,1,2026-05-24 06:17:08,R_8LdR1F4Kbvapvon,anonymous,EN,0.8999999761581421,1,6,6,6,7,4,4,4,5,7,,,,,,7,3,5,6,5,1,2,7,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-24 06:15:19,2026-05-24 06:17:44,0,100,144,1,2026-05-24 06:17:44,R_8I9Hm8nrnTGlLnX,anonymous,EN,1,1,4,4,4,4,,,,,,4,4,4,4,7,2,1,1,2,1,5,2,6,complete,,,Complete,social_proof,lowtrust_socialproof,1,0.3333333333333333,QID10
2026-05-24 06:25:22,2026-05-24 06:27:35,0,100,132,1,2026-05-24 06:27:35,R_22JhN7YTI92lJG8,anonymous,EN,0.8999999761581421,1,6,6,5,4,,,,,,6,6,6,6,7,6,6,6,6,6,3,2,6,complete,,,Complete,social_proof,hightrust_socialproof,1,0.3333333333333333,QID16
2026-05-24 05:27:49,2026-05-24 05:28:40,0,63,50,0,2026-05-24 06:28:44,R_2cqeQf0DUUMrRFD,anonymous,EN,1,1,5,4,4,4,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,hightrust_socialproof,0,0,
2026-05-24 06:27:34,2026-05-24 06:29:34,0,100,120,1,2026-05-24 06:29:35,R_2pzcoXBULBYaSad,anonymous,EN,1,1,1,1,1,1,1,1,1,1,7,,,,,,1,1,1,1,1,3,1,2,complete,,,Complete,scarcity,lowtrust_scarcity,2,0.6666666666666666,"QID10,QID16"
2026-05-24 06:26:28,2026-05-24 06:27:15,0,63,47,0,2026-05-24 07:27:16,R_2oRrSsYYsNxdrnF,anonymous,EN,0.800000011920929,1,2,2,2,4,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,hightrust_socialproof,0,0,
2026-05-24 06:29:44,2026-05-24 06:29:57,0,47,13,0,2026-05-24 07:30:02,R_8Q0H3Bgc0hFPWwL,anonymous,EN,0.800000011920929,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,scarcity,hightrust_scarcity,0,0,
2026-05-24 06:35:40,2026-05-24 06:38:49,0,63,188,0,2026-05-24 07:38:50,R_8laWzfK7fIhm7GT,anonymous,EN,0.800000011920929,1,4,3,4,3,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,lowtrust_socialproof,0,0,
2026-05-24 07:57:01,2026-05-24 07:59:19,0,100,137,1,2026-05-24 07:59:19,R_2nOzR2ca0VtPwge,anonymous,EN,1,1,2,2,2,4,1,2,2,2,7,,,,,,2,2,2,3,2,4,2,3,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-24 08:29:33,2026-05-24 08:33:04,0,100,211,1,2026-05-24 08:33:04,R_8mt5xAyR2hCPwu9,anonymous,EN,1,1,2,1,1,1,,,,,,5,4,4,5,7,3,1,2,3,2,1,1,5,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-24 14:46:22,2026-05-24 14:48:35,0,100,132,1,2026-05-24 14:48:35,R_8OHnpsZ50bWFRO5,anonymous,EN,1,1,6,4,5,5,,,,,,7,7,7,7,7,6,5,5,2,2,2,1,6,complete,,,Complete,social_proof,hightrust_socialproof,1,0.3333333333333333,QID30
2026-05-24 14:46:02,2026-05-24 14:47:27,0,58,85,0,2026-05-24 15:47:30,R_2ZTKpoSsQFRnW0N,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,scarcity,hightrust_scarcity,0,0,
2026-05-25 03:34:08,2026-05-25 03:35:41,0,100,92,1,2026-05-25 03:35:41,R_8k1dA4fFY7VKxrz,anonymous,EN,0.8999999761581421,1,7,6,7,7,7,7,7,7,7,,,,,,2,1,2,2,2,1,2,6,complete,,,Complete,scarcity,hightrust_scarcity,1,0.3333333333333333,QID11
2026-05-25 03:47:22,2026-05-25 03:49:31,0,100,129,1,2026-05-25 03:49:32,R_8WVAqVX7VKzXH6p,anonymous,EN,1,1,4,4,4,4,,,,,,5,5,5,6,7,5,5,5,5,5,1,1,6,complete,,,Complete,social_proof,hightrust_socialproof,2,0.6666666666666666,"QID10,QID16"
2026-05-25 04:17:11,2026-05-25 04:22:07,0,100,296,1,2026-05-25 04:22:08,R_2YA41mFYXh2CqQE,anonymous,EN,0.8999999761581421,1,7,7,7,7,,,,,,7,7,7,7,7,7,7,7,7,7,1,2,6,complete,,,Complete,social_proof,lowtrust_socialproof,3,1,"QID10,QID16,QID30"
2026-05-25 05:49:39,2026-05-25 05:50:20,0,100,41,1,2026-05-25 05:50:20,R_8axKLccS0jvyoSu,anonymous,EN,1,1,4,3,5,4,5,5,5,5,7,,,,,,5,4,4,4,4,1,1,5,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-25 06:45:19,2026-05-25 06:49:49,0,100,270,1,2026-05-25 06:49:49,R_2ps4srnomEuZZLb,anonymous,EN,1,1,5,4,5,6,5,5,5,5,7,,,,,,5,5,4,2,4,1,1,7,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-25 08:40:10,2026-05-25 08:47:01,0,100,410,1,2026-05-25 08:47:01,R_24cvFyfUuOy3myK,anonymous,EN,1,1,3,4,4,3,2,1,2,2,1,,,,,,2,2,2,2,2,3,2,3,complete,,,Complete,scarcity,lowtrust_scarcity,1,0.3333333333333333,QID16
2026-05-25 09:17:17,2026-05-25 09:19:29,0,100,131,1,2026-05-25 09:19:30,R_8fNv1fijDsmsfGV,anonymous,EN,1,1,6,6,6,6,,,,,,6,6,6,6,7,6,6,6,6,7,1,2,5,complete,,,Complete,social_proof,hightrust_socialproof,1,0.3333333333333333,QID10
2026-05-25 12:53:07,2026-05-25 12:54:57,0,100,109,1,2026-05-25 12:54:57,R_8pJT2xHqxRx2vB9,anonymous,EN,1,1,4,4,5,4,4,4,5,5,7,,,,,,2,2,3,3,2,1,2,6,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-25 12:47:38,2026-05-25 12:48:48,0,58,70,0,2026-05-25 13:48:52,R_8qfyaxiLylkriMV,anonymous,EN,0.800000011920929,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,lowtrust_socialproof,0,0,
2026-05-25 14:20:51,2026-05-25 14:24:56,0,100,245,1,2026-05-25 14:24:57,R_2WMwXK5SVS49bkl,anonymous,EN,1,1,6,6,6,6,,,,,,6,6,6,6,7,5,5,6,5,5,1,2,2,complete,,,Complete,social_proof,hightrust_socialproof,1,0.3333333333333333,QID10
2026-05-25 15:25:07,2026-05-25 15:29:09,0,100,242,1,2026-05-25 15:29:09,R_8R1UXKsNzZdFsYb,anonymous,EN,1,1,4,4,5,4,,,,,,4,6,6,4,7,4,4,4,4,4,1,2,5,complete,,,Complete,social_proof,lowtrust_socialproof,1,0.3333333333333333,QID16
2026-05-25 22:38:38,2026-05-25 22:43:08,0,100,269,1,2026-05-25 22:43:08,R_87wmOxSun9X9nBT,anonymous,EN,1,1,4,4,4,4,4,4,4,4,7,,,,,,1,1,1,1,1,4,1,6,complete,,,Complete,scarcity,hightrust_scarcity,2,0.6666666666666666,"QID10,QID16"
2026-05-26 03:25:59,2026-05-26 03:27:21,0,100,82,1,2026-05-26 03:27:22,R_2mPCzhwq8sPBQKz,anonymous,EN,1,1,5,5,5,5,3,3,3,3,7,,,,,,4,2,2,3,2,1,2,6,complete,,,Complete,scarcity,hightrust_scarcity,1,0.3333333333333333,QID10
2026-05-26 03:48:33,2026-05-26 03:49:57,0,100,84,1,2026-05-26 03:49:58,R_8dsWdKOFGPkazS3,anonymous,EN,1,1,7,5,7,7,,,,,,7,7,7,7,7,7,6,6,7,7,1,2,5,complete,,,Complete,social_proof,lowtrust_socialproof,1,0.3333333333333333,QID30
2026-05-26 04:05:21,2026-05-26 04:05:51,0,42,30,0,2026-05-26 05:05:56,R_8U2HOuWw8mjuG1H,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,hightrust_socialproof,0,0,
2026-05-26 05:53:12,2026-05-26 05:56:38,0,100,205,1,2026-05-26 05:56:38,R_2nT3WHSFPiH9Dq4,anonymous,EN,1,1,2,2,3,3,3,3,3,3,7,,,,,,1,1,1,1,1,1,1,6,complete,,,Complete,scarcity,lowtrust_scarcity,1,0.3333333333333333,QID16
2026-05-26 06:06:13,2026-05-26 06:10:26,0,100,253,1,2026-05-26 06:10:27,R_8QWXqLgItj2xwwZ,anonymous,EN,1,1,5,3,5,5,,,,,,5,5,5,5,7,4,4,4,4,4,1,1,5,complete,,,Complete,social_proof,lowtrust_socialproof,1,0.3333333333333333,QID16
2026-05-26 08:54:23,2026-05-26 08:56:25,0,100,122,1,2026-05-26 08:56:26,R_2gckPWmgQ4l23iI,anonymous,EN,1,1,5,6,6,6,,,,,,6,6,6,6,7,5,5,5,6,6,1,2,4,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-26 09:25:08,2026-05-26 09:29:04,0,100,235,1,2026-05-26 09:29:04,R_8HbIUO1ekl2905g,anonymous,EN,0.800000011920929,1,2,2,2,2,1,1,1,1,7,,,,,,3,3,2,3,1,1,2,7,complete,,,Complete,scarcity,lowtrust_scarcity,1,0.3333333333333333,QID10
2026-05-26 08:44:19,2026-05-26 08:44:44,0,58,24,0,2026-05-26 09:44:45,R_2noaclHW2aeNPd7,anonymous,EN,0.8999999761581421,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,scarcity,hightrust_scarcity,0,0,
2026-05-26 09:51:58,2026-05-26 09:54:12,0,100,134,1,2026-05-26 09:54:13,R_8qpXuY4WHKXaL5I,qr,EN,0.8999999761581421,1,4,4,4,4,4,4,4,4,4,,,,,,6,1,5,7,4,4,1,7,complete,,,Complete,scarcity,hightrust_scarcity,2,0.6666666666666666,"QID10,QID11"
2026-05-26 10:12:07,2026-05-26 10:14:02,0,100,115,1,2026-05-26 10:14:03,R_2hLLgI7GLgW9kIQ,anonymous,EN,0.8999999761581421,1,3,3,3,5,2,2,2,2,7,,,,,,1,2,2,2,2,5,2,5,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-26 10:21:10,2026-05-26 10:24:51,0,100,221,1,2026-05-26 10:24:52,R_2rO9FEqnYGXYqQj,qr,EN,1,1,5,4,4,4,,,,,,5,5,3,3,7,5,3,4,3,5,3,1,6,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-26 10:31:55,2026-05-26 10:34:17,0,100,141,1,2026-05-26 10:34:17,R_82XQRytfy5kkDG0,qr,EN,0.8999999761581421,1,5,1,4,6,,,,,,3,3,5,5,7,2,1,1,1,1,4,2,3,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-26 10:31:52,2026-05-26 10:34:54,0,100,181,1,2026-05-26 10:34:54,R_80SZHe41CzRJJZW,qr,EN,1,1,4,4,4,4,2,3,2,2,7,,,,,,3,3,2,2,4,5,2,4,complete,,,Complete,scarcity,hightrust_scarcity,1,0.3333333333333333,QID10
2026-05-26 10:30:43,2026-05-26 10:35:46,0,100,303,1,2026-05-26 10:35:46,R_8MS8e3fKQHuavEy,qr,EN,1,1,2,2,3,4,1,1,4,1,7,,,,,,3,4,2,5,4,2,1,7,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-26 10:32:43,2026-05-26 10:35:50,0,100,186,1,2026-05-26 10:35:51,R_8Hk4QYPJFaJ2OmO,qr,EN,1,1,6,7,7,7,,,,,,7,7,6,5,7,4,4,3,4,4,1,1,1,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-26 11:08:39,2026-05-26 11:12:04,0,100,205,1,2026-05-26 11:12:05,R_8RuTQu6CitczJXb,qr,EN,0.800000011920929,1,4,4,5,5,,,,,,4,3,4,4,4,4,3,4,3,4,4,1,4,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-26 10:17:54,2026-05-26 10:19:12,0,63,77,0,2026-05-26 11:19:15,R_2luhOVhSv4qZpWd,qr,EN,1,1,5,5,4,4,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,hightrust_socialproof,0,0,
2026-05-26 11:56:10,2026-05-26 11:58:49,0,100,159,1,2026-05-26 11:58:49,R_2HCuKT6Nbs66EsC,anonymous,EN,1,1,5,3,5,5,2,4,3,4,7,,,,,,3,5,6,5,5,1,2,4,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-26 12:05:05,2026-05-26 12:11:27,0,100,381,1,2026-05-26 12:11:27,R_2U1SvrLwwnRV3sl,anonymous,EN,0.800000011920929,1,5,4,5,6,5,5,4,6,7,,,,,,5,5,4,6,5,2,1,5,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-26 11:14:03,2026-05-26 11:14:40,0,58,36,0,2026-05-26 12:14:42,R_8o7OLE1WBOlssJH,anonymous,EN,0.8999999761581421,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,hightrust_socialproof,0,0,
2026-05-26 12:20:22,2026-05-26 12:23:22,0,100,179,1,2026-05-26 12:23:23,R_2DtZazdfGozlQic,anonymous,EN,1,1,6,4,5,6,1,1,2,2,7,,,,,,6,5,5,3,3,1,2,7,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-26 12:13:58,2026-05-26 12:14:12,0,58,14,0,2026-05-26 13:14:13,R_22bw9D9QdqVvh8t,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,social_proof,lowtrust_socialproof,0,0,
2026-05-26 13:17:24,2026-05-26 13:24:38,0,100,433,1,2026-05-26 13:24:38,R_27kaxyoj4RPvNZK,qr,EN,1,1,6,4,5,6,,,,,,5,6,5,5,7,3,1,3,4,3,4,1,6,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-26 13:32:26,2026-05-26 13:34:23,0,100,117,1,2026-05-26 13:34:23,R_8Xn6sHXStoUKnjU,anonymous,EN,0.8999999761581421,1,4,3,5,4,4,4,5,5,7,,,,,,2,2,2,2,2,1,2,2,complete,,,Complete,scarcity,lowtrust_scarcity,1,0.3333333333333333,QID16
2026-05-26 13:05:28,2026-05-26 13:06:17,0,58,49,0,2026-05-26 14:06:19,R_2O77W3FXKSVJGiB,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,scarcity,lowtrust_scarcity,0,0,
2026-05-26 16:24:07,2026-05-26 16:25:48,0,100,101,1,2026-05-26 16:25:49,R_8X6u0l22BpwC31a,anonymous,EN,1,1,4,5,4,4,,,,,,4,4,4,4,5,4,5,4,3,4,2,1,5,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-26 18:17:09,2026-05-26 18:21:32,0,100,262,1,2026-05-26 18:21:32,R_4g0aXyzYNHewbDP,anonymous,EN,0.800000011920929,1,6,6,6,6,5,5,5,4,7,,,,,,6,6,6,6,6,5,2,5,complete,,,Complete,scarcity,hightrust_scarcity,2,0.6666666666666666,"QID10,QID16"
2026-05-26 23:30:13,2026-05-26 23:36:14,0,100,361,1,2026-05-26 23:36:14,R_8kzCaLE0vZK5xdc,anonymous,EN,0.699999988079071,1,5,1,2,2,,,,,,4,4,4,4,7,3,2,1,3,2,5,4,6,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-26 23:41:45,2026-05-26 23:43:27,0,100,101,1,2026-05-26 23:43:28,R_2WS3mIAsuymHUL7,anonymous,EN,0.699999988079071,1,6,6,6,6,,,,,,4,6,5,5,7,3,3,3,3,3,2,1,6,complete,,,Complete,social_proof,lowtrust_socialproof,2,0.6666666666666666,"QID10,QID16"
2026-05-26 23:52:58,2026-05-26 23:54:29,0,100,90,1,2026-05-26 23:54:30,R_2ztD6sCPv0QQftG,anonymous,EN,0.699999988079071,1,6,5,6,6,,,,,,5,5,5,5,5,4,4,4,4,3,4,2,4,complete,,,Complete,social_proof,hightrust_socialproof,1,0.3333333333333333,QID30
2026-05-26 23:52:09,2026-05-26 23:55:26,0,100,196,1,2026-05-26 23:55:26,R_22nHlRxfLqjKrHh,anonymous,EN,0.800000011920929,1,4,4,4,4,2,2,2,2,7,,,,,,4,4,4,4,4,4,2,5,complete,,,Complete,scarcity,hightrust_scarcity,2,0.6666666666666666,"QID10,QID16"
2026-05-27 00:21:03,2026-05-27 00:25:06,0,100,243,1,2026-05-27 00:25:06,R_2oEUmrsctyovYOQ,anonymous,EN,0.699999988079071,1,3,2,4,4,2,3,4,4,7,,,,,,4,3,6,3,3,2,1,5,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-27 00:31:09,2026-05-27 00:34:56,0,100,226,1,2026-05-27 00:34:57,R_8feN2xLbFyiPr81,anonymous,EN,1,1,4,4,4,4,7,7,7,7,7,,,,,,4,3,2,2,2,5,2,5,complete,,,Complete,scarcity,hightrust_scarcity,2,0.6666666666666666,"QID10,QID11"
2026-05-27 00:31:16,2026-05-27 00:32:11,0,58,55,0,2026-05-27 01:32:18,R_2dnxGMcXOtzpQ07,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,scarcity,lowtrust_scarcity,0,0,
2026-05-27 01:35:55,2026-05-27 01:39:51,0,100,235,1,2026-05-27 01:39:51,R_2wBnXT70VRlTKTz,anonymous,EN,0.800000011920929,1,6,4,4,6,,,,,,4,4,2,2,7,2,1,1,4,2,3,1,5,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-27 01:47:57,2026-05-27 01:49:40,0,100,103,1,2026-05-27 01:49:40,R_8SpZ2HsIsXTuuNr,anonymous,EN,0.800000011920929,1,5,5,5,5,,,,,,6,6,6,6,7,4,4,4,4,2,1,1,5,complete,,,Complete,social_proof,hightrust_socialproof,1,0.3333333333333333,QID10
2026-05-27 02:08:46,2026-05-27 02:10:24,0,100,98,1,2026-05-27 02:10:24,R_2koz8zJF6vFCBy4,anonymous,EN,0.800000011920929,1,3,1,4,2,2,2,4,3,7,,,,,,2,1,1,1,1,2,1,5,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-27 02:03:21,2026-05-27 02:12:49,0,100,567,1,2026-05-27 02:12:50,R_8HGiPm9rSEuoERW,anonymous,EN,1,1,5,4,4,6,,,,,,5,5,3,4,7,4,5,4,4,3,4,1,7,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-27 03:07:05,2026-05-27 03:13:38,0,100,392,1,2026-05-27 03:13:39,R_8q1wt2efM3xJ6s7,anonymous,EN,1,1,6,5,4,4,5,7,6,4,7,,,,,,6,5,4,5,5,2,2,3,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-27 03:21:54,2026-05-27 03:26:31,0,100,277,1,2026-05-27 03:26:32,R_8NNsOq2tayTVPXj,anonymous,EN,0.800000011920929,1,6,6,6,6,,,,,,4,4,4,4,7,4,5,4,4,6,2,1,5,complete,,,Complete,social_proof,lowtrust_socialproof,1,0.3333333333333333,QID10
2026-05-27 04:20:51,2026-05-27 04:25:14,0,100,262,1,2026-05-27 04:25:15,R_2HAKNpZxXDmOZZV,anonymous,EN,0.800000011920929,1,5,3,4,5,1,1,1,1,7,,,,,,4,4,2,1,1,3,1,5,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-27 04:25:04,2026-05-27 04:28:25,0,100,200,1,2026-05-27 04:28:25,R_2FKT7oYZpQyBVri,anonymous,EN,1,1,4,4,4,4,,,,,,4,4,4,4,4,3,4,4,4,4,4,2,1,complete,,,Complete,social_proof,hightrust_socialproof,2,0.6666666666666666,"QID10,QID30"
2026-05-27 04:43:28,2026-05-27 04:45:02,0,100,94,1,2026-05-27 04:45:03,R_8pR46JSH6vqsp6N,anonymous,EN,0.800000011920929,1,5,5,5,5,,,,,,6,5,6,6,7,4,2,3,2,4,1,2,7,complete,,,Complete,social_proof,lowtrust_socialproof,1,0.3333333333333333,QID10
2026-05-27 04:47:22,2026-05-27 04:49:13,0,100,111,1,2026-05-27 04:49:13,R_8rGrbxQh610oWUn,anonymous,EN,1,1,6,5,4,4,1,1,1,1,7,,,,,,3,3,2,2,2,1,2,7,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-27 05:02:40,2026-05-27 05:06:00,0,100,200,1,2026-05-27 05:06:01,R_2hPny6W8jCPjXcB,anonymous,EN,0.699999988079071,1,2,2,4,4,,,,,,1,1,1,1,7,2,2,2,2,2,4,2,6,complete,,,Complete,social_proof,lowtrust_socialproof,1,0.3333333333333333,QID16
2026-05-27 05:06:47,2026-05-27 05:09:13,0,100,146,1,2026-05-27 05:09:14,R_8OK7jGQAKrnLnXi,anonymous,EN,0.8999999761581421,1,4,4,4,4,,,,,,3,4,4,4,7,4,4,4,4,4,3,1,7,complete,,,Complete,social_proof,hightrust_socialproof,2,0.6666666666666666,"QID10,QID16"
2026-05-27 05:28:42,2026-05-27 05:31:05,0,100,142,1,2026-05-27 05:31:06,R_8waCcXJRmZaiu2h,anonymous,EN,1,1,4,4,5,6,1,1,1,1,7,,,,,,5,5,4,3,4,1,1,2,complete,,,Complete,scarcity,hightrust_scarcity,0,0,
2026-05-27 06:21:59,2026-05-27 06:28:17,0,100,377,1,2026-05-27 06:28:17,R_2PsFXgVzY98YtiG,anonymous,EN,1,1,2,3,2,3,,,,,,4,6,4,5,7,2,1,1,2,1,1,2,4,complete,,,Complete,social_proof,lowtrust_socialproof,0,0,
2026-05-27 06:37:26,2026-05-27 06:39:59,0,100,153,1,2026-05-27 06:40:00,R_2f2C1PIAPP5iW0H,qr,EN,1,1,3,3,3,4,7,6,2,4,7,,,,,,3,4,3,2,3,2,1,4,complete,,,Complete,scarcity,lowtrust_scarcity,0,0,
2026-05-27 06:39:15,2026-05-27 06:42:36,0,100,201,1,2026-05-27 06:42:37,R_8EYHpfZWg07IVvF,qr,EN,1,1,4,5,5,5,6,2,1,1,7,,,,,,4,4,4,4,4,2,1,7,complete,,,Complete,scarcity,hightrust_scarcity,1,0.3333333333333333,QID16
2026-05-27 06:37:03,2026-05-27 06:47:35,0,100,631,1,2026-05-27 06:47:35,R_8wme24JVrLylYMF,qr,EN,0.800000011920929,1,5,5,4,5,,,,,,3,2,3,3,7,4,4,4,5,3,1,1,2,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-27 06:53:08,2026-05-27 07:00:29,0,100,440,1,2026-05-27 07:00:30,R_82smmo36T4Vb7Vs,anonymous,EN,0.800000011920929,1,5,4,3,3,,,,,,5,6,3,3,7,4,5,5,4,5,4,2,5,complete,,,Complete,social_proof,hightrust_socialproof,0,0,
2026-05-27 06:03:03,2026-05-27 06:05:27,0,58,144,0,2026-05-27 07:05:30,R_2VmV0HuXgsis90J,anonymous,EN,1,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,scarcity,lowtrust_scarcity,0,0,
2026-05-27 06:18:41,2026-05-27 06:18:51,0,5,10,0,2026-05-27 07:18:55,R_2r2lSHsGFpsQnLB,anonymous,EN,0.699999988079071,1,,,,,,,,,,,,,,,,,,,,,,,complete,,,,,,0,0,
